research_domain_en,research_domain_de,research_domain_fr,research_domain_en_short,research_domain_de_short,research_domain_fr_short,year,key_term,count
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2013,supervised learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2013,text classification,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2013,transfer learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2013,transformer net,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2013,unsupervised learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2013,voice recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,neural net,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,machine learning,3
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,machine translation,3
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,artificial intellig,2
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,data mining,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,automated reasoning,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,image segmentation,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,intelligent machine,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,natural language processing,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,backpropagation,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,computer vision,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,data science,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,deep learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,expert system,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,face detection,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,feature extraction,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,generative adversarial net,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,gesture recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,image classification,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,image recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,information retrieval,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,kernel machine,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,knowledge representation,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,machine intelligence,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,meta learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,multilayer perceptron,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,object detection,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,object identification,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,object recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,pattern recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,pose estimation,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,reinforcement learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,semantic search,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,semi supervised learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,sentiment analysis,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,speech recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,statistical learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,supervised learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,text classification,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,transfer learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,transformer net,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,unsupervised learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2013,voice recognition,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,information retrieval,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,artificial intellig,1
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,knowledge representation,1
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,machine learning,1
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,neural net,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,reinforcement learning,1
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,automated reasoning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,backpropagation,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,computer vision,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,data mining,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,data science,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,deep learning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,expert system,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,face detection,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,feature extraction,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,generative adversarial net,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,gesture recognition,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,image classification,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,image recognition,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,image segmentation,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,intelligent machine,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,kernel machine,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,machine intelligence,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,machine translation,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,meta learning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,multilayer perceptron,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,natural language processing,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,object detection,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,object identification,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,object recognition,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,pattern recognition,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,pose estimation,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,semantic search,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,semi supervised learning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,sentiment analysis,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,speech recognition,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,statistical learning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,supervised learning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,text classification,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,transfer learning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,transformer net,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,unsupervised learning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2014,voice recognition,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,machine learning,13
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,computer vision,8
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,data mining,2
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,information retrieval,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,pattern recognition,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,artificial intellig,2
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,neural net,2
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,reinforcement learning,2
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,speech recognition,2
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,data science,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,expert system,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,feature extraction,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,gesture recognition,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,image segmentation,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,pose estimation,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,unsupervised learning,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,automated reasoning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,backpropagation,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,deep learning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,face detection,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,generative adversarial net,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,image classification,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,image recognition,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,intelligent machine,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,kernel machine,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,knowledge representation,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,machine intelligence,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,machine translation,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,meta learning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,multilayer perceptron,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,natural language processing,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,object detection,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,object identification,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,object recognition,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,semantic search,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,semi supervised learning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,sentiment analysis,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,statistical learning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,supervised learning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,text classification,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,transfer learning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,transformer net,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2014,voice recognition,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,pattern recognition,1
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,machine learning,2
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,neural net,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,artificial intellig,1
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,computer vision,1
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,gesture recognition,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,reinforcement learning,1
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,voice recognition,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,automated reasoning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,backpropagation,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,data mining,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,data science,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,deep learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,expert system,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,face detection,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,feature extraction,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,generative adversarial net,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,image classification,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,image recognition,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,image segmentation,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,information retrieval,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,intelligent machine,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,kernel machine,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,knowledge representation,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,machine intelligence,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,machine translation,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,meta learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,multilayer perceptron,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,natural language processing,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,object detection,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,object identification,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,object recognition,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,pose estimation,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,semantic search,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,semi supervised learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,sentiment analysis,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,speech recognition,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,statistical learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,supervised learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,text classification,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,transfer learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,transformer net,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2014,unsupervised learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,machine learning,6
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,neural net,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,feature extraction,3
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,data mining,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,reinforcement learning,2
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,artificial intellig,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,backpropagation,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,data science,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,expert system,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,face detection,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,machine translation,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,natural language processing,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,pattern recognition,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,semantic search,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,speech recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,automated reasoning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,computer vision,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,deep learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,generative adversarial net,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,gesture recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,image classification,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,image recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,image segmentation,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,information retrieval,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,intelligent machine,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,kernel machine,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,knowledge representation,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,machine intelligence,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,meta learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,multilayer perceptron,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,object detection,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,object identification,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,object recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,pose estimation,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,semi supervised learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,sentiment analysis,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2014,statistical learning,0
