research_domain_en,research_domain_de,research_domain_fr,research_domain_en_short,research_domain_de_short,research_domain_fr_short,year,key_term,count
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,image recognition,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,information retrieval,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,knowledge representation,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,object identification,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,pose estimation,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,reinforcement learning,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,semi supervised learning,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,speech recognition,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,automated reasoning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,backpropagation,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,expert system,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,face detection,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,generative adversarial net,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,image segmentation,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,intelligent machine,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,kernel machine,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,machine intelligence,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,meta learning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,multilayer perceptron,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,object detection,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,object recognition,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,semantic search,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,sentiment analysis,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,statistical learning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,text classification,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,transfer learning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,transformer net,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2018,voice recognition,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,neural net,5
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,machine learning,7
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,deep learning,3
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,pattern recognition,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,reinforcement learning,2
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,artificial intellig,1
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,computer vision,1
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,pose estimation,1
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,automated reasoning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,backpropagation,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,data mining,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,data science,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,expert system,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,face detection,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,feature extraction,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,generative adversarial net,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,gesture recognition,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,image classification,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,image recognition,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,image segmentation,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,information retrieval,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,intelligent machine,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,kernel machine,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,knowledge representation,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,machine intelligence,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,machine translation,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,meta learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,multilayer perceptron,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,natural language processing,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,object detection,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,object identification,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,object recognition,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,semantic search,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,semi supervised learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,sentiment analysis,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,speech recognition,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,statistical learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,supervised learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,text classification,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,transfer learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,transformer net,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,unsupervised learning,0
Life Sciences,Lebenswissenschaften,Sciences de la vie,LS,LW,SV,2018,voice recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,machine learning,12
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,neural net,2
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,artificial intellig,4
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,deep learning,3
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,natural language processing,3
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,data mining,2
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,data science,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,information retrieval,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,machine translation,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,pattern recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,semi supervised learning,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,statistical learning,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,transfer learning,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,unsupervised learning,1
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,automated reasoning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,backpropagation,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,computer vision,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,expert system,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,face detection,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,feature extraction,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,generative adversarial net,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,gesture recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,image classification,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,image recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,image segmentation,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,intelligent machine,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,kernel machine,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,knowledge representation,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,machine intelligence,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,meta learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,multilayer perceptron,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,object detection,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,object identification,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,object recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,pose estimation,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,reinforcement learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,semantic search,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,sentiment analysis,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,speech recognition,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,supervised learning,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,text classification,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,transformer net,0
Multi-domain,gebietsübergreifend,Multi-domaines,Multi-domain,gebietsübergreifend,Multi-domaines,2018,voice recognition,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,artificial intellig,10
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,machine learning,10
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,deep learning,3
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,natural language processing,2
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,data mining,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,data science,1
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,information retrieval,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,intelligent machine,1
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,neural net,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,sentiment analysis,1
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,statistical learning,1
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,voice recognition,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,automated reasoning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,backpropagation,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,computer vision,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,expert system,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,face detection,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,feature extraction,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,generative adversarial net,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,gesture recognition,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,image classification,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,image recognition,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,image segmentation,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,kernel machine,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,knowledge representation,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,machine intelligence,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,machine translation,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,meta learning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,multilayer perceptron,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,object detection,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,object identification,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,object recognition,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,pattern recognition,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,pose estimation,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,reinforcement learning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,semantic search,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,semi supervised learning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,speech recognition,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,supervised learning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,text classification,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,transfer learning,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,transformer net,0
Social Sciences and Humanities,Geistes- und Sozialwissenschaften,Sciences humaines et sociales,SSH,GSW,SHS,2019,unsupervised learning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,machine learning,47
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,neural net,20
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,deep learning,16
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,artificial intellig,10
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,data science,5
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,pattern recognition,4
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,computer vision,3
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,supervised learning,3
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,transfer learning,3
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,feature extraction,2
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,reinforcement learning,2
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,speech recognition,2
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,automated reasoning,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,data mining,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,expert system,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,machine intelligence,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,machine translation,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,natural language processing,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,pose estimation,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,unsupervised learning,1
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,backpropagation,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,face detection,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,generative adversarial net,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,gesture recognition,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,image classification,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,image recognition,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,image segmentation,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,information retrieval,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,intelligent machine,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,kernel machine,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,knowledge representation,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,meta learning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,multilayer perceptron,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,object detection,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,object identification,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,object recognition,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,semantic search,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,semi supervised learning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,sentiment analysis,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,statistical learning,0
"Mathematics, Informatics, Natural Sciences and Technology","Mathematik, Informatik, Naturwissenschaften und Technik","Mathématiques, informatique, sciences naturelles et technique",MINT,MINT,MINT,2019,text classification,0
